"title","channel","url","date"
"Robben waarschuwt voor snelle Brazilianen bij Sjachtar","nieuws_cultuur_rss","http://www.volkskrant.nl/sport/robben-waarschuwt-voor-snelle-brazilianen-bij-sjachtar~a3852390/","Mon, 16 Feb 2015 08:34:00 GMT"
"'Dader Kopenhagen deed alsof hij dronken was'","nieuws_cultuur_rss","http://www.volkskrant.nl/buitenland/dader-kopenhagen-deed-alsof-hij-dronken-was~a3852367/","Mon, 16 Feb 2015 08:12:00 GMT"
"V&D vandaag voor rechter om loonsverlaging","nieuws_cultuur_rss","http://www.volkskrant.nl/economie/vd-vandaag-voor-rechter-om-loonsverlaging~a3852325/","Mon, 16 Feb 2015 07:49:00 GMT"
"Massale uittocht van Feyenoord-fans naar Rome","nieuws_cultuur_rss","http://www.volkskrant.nl/dossier-eredivisie/massale-uittocht-van-feyenoord-fans-naar-rome~a3852362/","Mon, 16 Feb 2015 07:23:00 GMT"
"Staat verkoopt Reaal met verlies","nieuws_cultuur_rss","http://www.volkskrant.nl/economie/staat-verkoopt-reaal-met-verlies~a3852355/","Mon, 16 Feb 2015 06:42:00 GMT"
"Westen wint in productiefste All Star Game ooit","nieuws_cultuur_rss","http://www.volkskrant.nl/sport/westen-wint-in-productiefste-all-star-game-ooit~a3852351/","Mon, 16 Feb 2015 06:33:00 GMT"
"Het sportweekeinde in vijf minuten: het zilver van Ireen, Tarzan, de vier van Dost","nieuws_cultuur_rss","http://www.volkskrant.nl/dossier-de-vijf-sportmomenten-van-het-weekeinde/het-sportweekeinde-in-vijf-minuten-het-zilver-van-ireen-tarzan-de-vier-van-dost~a3852093/","Mon, 16 Feb 2015 06:30:00 GMT"
"Tientallen leden Islamitische Staat gedood in Libië","nieuws_cultuur_rss","http://www.volkskrant.nl/buitenland/tientallen-leden-islamitische-staat-gedood-in-libie~a3852006/","Mon, 16 Feb 2015 06:26:00 GMT"
"Nederlandse tennissers vallen uit top-100","nieuws_cultuur_rss","http://www.volkskrant.nl/sport/nederlandse-tennissers-vallen-uit-top-100~a3852348/","Mon, 16 Feb 2015 06:10:00 GMT"
"Wolkbreuk en schietpartij hinderen Braziliaans carnaval","nieuws_cultuur_rss","http://www.volkskrant.nl/buitenland/wolkbreuk-en-schietpartij-hinderen-braziliaans-carnaval~a3852321/","Mon, 16 Feb 2015 02:53:00 GMT"
"James Bond-schurk Louis Jourdan (93) overleden","nieuws_cultuur_rss","http://www.volkskrant.nl/film/james-bond-schurk-louis-jourdan-93-overleden~a3852318/","Mon, 16 Feb 2015 01:47:00 GMT"
"Feyenoord zakt door ondergrens en verliest tweede plaats uit oog","nieuws_cultuur_rss","http://www.volkskrant.nl/dossier-eredivisie/feyenoord-zakt-door-ondergrens-en-verliest-tweede-plaats-uit-oog~a3852080/","Mon, 16 Feb 2015 01:23:00 GMT"
"Rob van Essen wint Biesheuvelprijs","nieuws_cultuur_rss","http://www.volkskrant.nl/boeken/rob-van-essen-wint-biesheuvelprijs~a3852055/","Mon, 16 Feb 2015 01:00:00 GMT"
"China is met tegenzin een wereldmacht","nieuws_cultuur_rss","http://www.volkskrant.nl/opinie/china-is-met-tegenzin-een-wereldmacht~a3852018/","Mon, 16 Feb 2015 01:00:00 GMT"
"'Ik vind het niet zo erg meer om sombere gedachten te hebben'","nieuws_cultuur_rss","http://www.volkskrant.nl/muziek/ik-vind-het-niet-zo-erg-meer-om-sombere-gedachten-te-hebben~a3851998/","Mon, 16 Feb 2015 01:00:00 GMT"
"De test van Joeskov","nieuws_cultuur_rss","http://www.volkskrant.nl/dossier-peter-middendorp/de-test-van-joeskov~a3851975/","Mon, 16 Feb 2015 01:00:00 GMT"
"Man in hetzelfde tijgerpak als mijn dochter","nieuws_cultuur_rss","http://www.volkskrant.nl/dossier-aaf-brandt-corstius/man-in-hetzelfde-tijgerpak-als-mijn-dochter~a3851978/","Mon, 16 Feb 2015 01:00:00 GMT"
"Slachtoffers van de aanslag in Denemarken","nieuws_cultuur_rss","http://www.volkskrant.nl/buitenland/slachtoffers-van-de-aanslag-in-denemarken~a3852075/","Mon, 16 Feb 2015 01:00:00 GMT"
"'Ga naar huis en laat je dierbaren weten dat je veilig bent'","nieuws_cultuur_rss","http://www.volkskrant.nl/buitenland/ga-naar-huis-en-laat-je-dierbaren-weten-dat-je-veilig-bent~a3852072/","Mon, 16 Feb 2015 01:00:00 GMT"
"Hoe ROC Leiden ten onder ging aan zijn dromen","nieuws_cultuur_rss","http://www.volkskrant.nl/binnenland/hoe-roc-leiden-ten-onder-ging-aan-zijn-dromen~a3852068/","Mon, 16 Feb 2015 01:00:00 GMT"
"'Ik was geen olympisch kampioen, maar een politiek onbenul'","nieuws_cultuur_rss","http://www.volkskrant.nl/sport/ik-was-geen-olympisch-kampioen-maar-een-politiek-onbenul~a3852065/","Mon, 16 Feb 2015 01:00:00 GMT"
"In VS wordt de lucht alleen maar droger en heter","nieuws_cultuur_rss","http://www.volkskrant.nl/wetenschap/in-vs-wordt-de-lucht-alleen-maar-droger-en-heter~a3852095/","Mon, 16 Feb 2015 01:00:00 GMT"
"De Denen zijn niet bang, wel geschrokken","nieuws_cultuur_rss","http://www.volkskrant.nl/buitenland/de-denen-zijn-niet-bang-wel-geschrokken~a3852088/","Mon, 16 Feb 2015 01:00:00 GMT"
"Lezersbrieven over: censuur bij carnaval, de niet-excellente burger en de ggz","nieuws_cultuur_rss","http://www.volkskrant.nl/dossier-brieven/lezersbrieven-over-censuur-bij-carnaval-de-niet-excellente-burger-en-de-ggz~a3852032/","Mon, 16 Feb 2015 01:00:00 GMT"
"In Oekraïne blijft fragiel bestand overeind","nieuws_cultuur_rss","http://www.volkskrant.nl/buitenland/in-oekraine-blijft-fragiel-bestand-overeind~a3852062/","Mon, 16 Feb 2015 01:00:00 GMT"
"Mohammed als een hond, Jezus als een pedofiel","nieuws_cultuur_rss","http://www.volkskrant.nl/buitenland/mohammed-als-een-hond-jezus-als-een-pedofiel~a3852058/","Mon, 16 Feb 2015 01:00:00 GMT"
"'In ons werk gaat het om zo veel meer dan seks'","nieuws_cultuur_rss","http://www.volkskrant.nl/leven/in-ons-werk-gaat-het-om-zo-veel-meer-dan-seks~a3852048/","Mon, 16 Feb 2015 01:00:00 GMT"
"Een zilveren weekeinde bekoort Wüst niet","nieuws_cultuur_rss","http://www.volkskrant.nl/sport/een-zilveren-weekeinde-bekoort-wust-niet~a3852094/","Mon, 16 Feb 2015 01:00:00 GMT"
"Solo out af a dream, Lauren!, Toughest place to be","nieuws_cultuur_rss","http://www.volkskrant.nl/dossier-tv-tips/solo-out-af-a-dream-lauren-toughest-place-to-be~a3851991/","Mon, 16 Feb 2015 01:00:00 GMT"
"VVD'ers hebben last van 'neerwaartse jaloezie'","nieuws_cultuur_rss","http://www.volkskrant.nl/dossier-commentaar/vvders-hebben-last-van-neerwaartse-jaloezie~a3852017/","Mon, 16 Feb 2015 01:00:00 GMT"
"Van der Hart sluit hectische week af met winst en een vuist","nieuws_cultuur_rss","http://www.volkskrant.nl/sport/van-der-hart-sluit-hectische-week-af-met-winst-en-een-vuist~a3852111/","Mon, 16 Feb 2015 01:00:00 GMT"
"Minstens zo snel als vorig jaar","nieuws_cultuur_rss","http://www.volkskrant.nl/sport/minstens-zo-snel-als-vorig-jaar~a3851994/","Mon, 16 Feb 2015 01:00:00 GMT"
"Davis bedankt Thialf met tranen","nieuws_cultuur_rss","http://www.volkskrant.nl/sport/davis-bedankt-thialf-met-tranen~a3852097/","Mon, 16 Feb 2015 01:00:00 GMT"
"Meer afhankelijkheid van bijstand in Noorden","nieuws_economie_rss","http://www.volkskrant.nl/economie/meer-afhankelijkheid-van-bijstand-in-noorden~a3852429/","Mon, 16 Feb 2015 09:33:00 GMT"
"Winkelverkopen stijgen voor het eerst sinds 2008","nieuws_economie_rss","http://www.volkskrant.nl/economie/winkelverkopen-stijgen-voor-het-eerst-sinds-2008~a3852419/","Mon, 16 Feb 2015 09:21:00 GMT"
"V&D vandaag voor rechter om loonsverlaging","nieuws_economie_rss","http://www.volkskrant.nl/economie/vd-vandaag-voor-rechter-om-loonsverlaging~a3852325/","Mon, 16 Feb 2015 07:49:00 GMT"
"Staat verkoopt Reaal met verlies","nieuws_economie_rss","http://www.volkskrant.nl/economie/staat-verkoopt-reaal-met-verlies~a3852355/","Mon, 16 Feb 2015 06:42:00 GMT"
"'In ons werk gaat het om zo veel meer dan seks'","nieuws_economie_rss","http://www.volkskrant.nl/leven/in-ons-werk-gaat-het-om-zo-veel-meer-dan-seks~a3852048/","Mon, 16 Feb 2015 01:00:00 GMT"
"Verlagen belastingen is kostbaar, maar levert weinig banen op","nieuws_economie_rss","http://www.volkskrant.nl/economie/verlagen-belastingen-is-kostbaar-maar-levert-weinig-banen-op~a3851989/","Mon, 16 Feb 2015 01:00:00 GMT"
"Tom Kabinet gaat ook nieuwe e-books verkopen","nieuws_economie_rss","http://www.volkskrant.nl/media/tom-kabinet-gaat-ook-nieuwe-e-books-verkopen~a3851983/","Mon, 16 Feb 2015 01:00:00 GMT"
"Hier botsen wereldbeelden en geloven","nieuws_economie_rss","http://www.volkskrant.nl/dossier-sheila-sitalsing/hier-botsen-wereldbeelden-en-geloven~a3852060/","Mon, 16 Feb 2015 01:00:00 GMT"
"'Schaatsers zijn vaak trouw aan hun merk'","nieuws_economie_rss","http://www.volkskrant.nl/dossier-de-onderneming/schaatsers-zijn-vaak-trouw-aan-hun-merk~a3852063/","Mon, 16 Feb 2015 01:00:00 GMT"
"Bende breekt records met cyberkraak banken","nieuws_economie_rss","http://www.volkskrant.nl/tech/bende-breekt-records-met-cyberkraak-banken~a3852082/","Sun, 15 Feb 2015 22:47:00 GMT"
"Nederland geen doelwit wereldwijde bankhack","nieuws_economie_rss","http://www.volkskrant.nl/binnenland/nederland-geen-doelwit-wereldwijde-bankhack~a3852071/","Sun, 15 Feb 2015 22:28:00 GMT"
"De man die de wereld aan de Nutella bracht","nieuws_economie_rss","http://www.volkskrant.nl/economie/de-man-die-de-wereld-aan-de-nutella-bracht~a3852007/","Sun, 15 Feb 2015 21:10:00 GMT"
"Air France-KLM ontkent 'sloop' KLM","nieuws_economie_rss","http://www.volkskrant.nl/economie/air-france-klm-ontkent-sloop-klm~a3851887/","Sun, 15 Feb 2015 18:10:00 GMT"
"Tsipras: Griekenland heeft tijd nodig, geen geld","nieuws_economie_rss","http://www.volkskrant.nl/economie/tsipras-griekenland-heeft-tijd-nodig-geen-geld~a3851969/","Sun, 15 Feb 2015 16:59:00 GMT"
"VS staan genetisch gemodificeerde appels toe","nieuws_economie_rss","http://www.volkskrant.nl/economie/vs-staan-genetisch-gemodificeerde-appels-toe~a3851949/","Sun, 15 Feb 2015 15:29:00 GMT"
"'Hackers sluisden tientallen miljoenen van banken weg'","nieuws_economie_rss","http://www.volkskrant.nl/economie/hackers-sluisden-tientallen-miljoenen-van-banken-weg~a3851787/","Sun, 15 Feb 2015 07:54:00 GMT"
"'Vader' van broodbeleg Nutella overleden","nieuws_economie_rss","http://www.volkskrant.nl/economie/vader-van-broodbeleg-nutella-overleden~a3851725/","Sat, 14 Feb 2015 21:08:00 GMT"
"'Apple werkt aan elektrische auto'","nieuws_economie_rss","http://www.volkskrant.nl/economie/apple-werkt-aan-elektrische-auto~a3851584/","Sat, 14 Feb 2015 11:05:00 GMT"
"'Nauwelijks meer werkenden door lagere belasting'","nieuws_economie_rss","http://www.volkskrant.nl/binnenland/nauwelijks-meer-werkenden-door-lagere-belasting~a3851552/","Sat, 14 Feb 2015 08:02:00 GMT"
"Van weggegooid eten kun je leuk op vakantie","nieuws_economie_rss","http://www.volkskrant.nl/dossier-spul/van-weggegooid-eten-kun-je-leuk-op-vakantie~a3851105/","Sat, 14 Feb 2015 01:00:00 GMT"
"Kinderen moeten eerder naar school","nieuws_economie_rss","http://www.volkskrant.nl/dossier-frank-kalshoven/kinderen-moeten-eerder-naar-school~a3851112/","Sat, 14 Feb 2015 01:00:00 GMT"
"Steeds meer consumenten wisselen van energieleverancier","nieuws_economie_rss","http://www.volkskrant.nl/economie/steeds-meer-consumenten-wisselen-van-energieleverancier~a3851145/","Sat, 14 Feb 2015 01:00:00 GMT"
"'Als ondernemer besef je beter de waarde van geld'","nieuws_economie_rss","http://www.volkskrant.nl/dossier-financieel-zelfportret/als-ondernemer-besef-je-beter-de-waarde-van-geld~a3849342/","Sat, 14 Feb 2015 00:00:00 GMT"
"Particuliere ov-bedrijven proberen monopolie NS te breken","nieuws_economie_rss","http://www.volkskrant.nl/economie/particuliere-ov-bedrijven-proberen-monopolie-ns-te-breken~a3851117/","Sat, 14 Feb 2015 00:00:00 GMT"
"'Shell is een erg onverantwoordelijk bedrijf'","nieuws_economie_rss","http://www.volkskrant.nl/economie/shell-is-een-erg-onverantwoordelijk-bedrijf~a3851151/","Sat, 14 Feb 2015 00:00:00 GMT"
"Arriva, Veolia en Connexxion spannen samen tegen NS","nieuws_economie_rss","http://www.volkskrant.nl/economie/arriva-veolia-en-connexxion-spannen-samen-tegen-ns~a3851171/","Sat, 14 Feb 2015 00:00:00 GMT"
"Groen surfen? Zeg dan maar dag tegen die poezenfilmpjes","nieuws_economie_rss","http://www.volkskrant.nl/dossier-groen/groen-surfen-zeg-dan-maar-dag-tegen-die-poezenfilmpjes~a3851103/","Sat, 14 Feb 2015 00:00:00 GMT"
"Top SBM Offshore krijgt ondanks affaires 50 procent meer salaris","nieuws_economie_rss","http://www.volkskrant.nl/economie/top-sbm-offshore-krijgt-ondanks-affaires-50-procent-meer-salaris~a3851138/","Fri, 13 Feb 2015 21:21:00 GMT"
"'Maatregelen tegen Griekenland zijn martelmethodes'","nieuws_economie_rss","http://www.volkskrant.nl/economie/maatregelen-tegen-griekenland-zijn-martelmethodes~a3850880/","Fri, 13 Feb 2015 13:42:00 GMT"
"Regiotaxi failliet, 376 chauffeurs baan kwijt","nieuws_economie_rss","http://www.volkskrant.nl/binnenland/regiotaxi-failliet-376-chauffeurs-baan-kwijt~a3850871/","Fri, 13 Feb 2015 12:53:00 GMT"
"Vakbonden en V&D komen niet tot elkaar","nieuws_economie_rss","http://www.volkskrant.nl/economie/vakbonden-en-vd-komen-niet-tot-elkaar~a3850858/","Fri, 13 Feb 2015 12:15:00 GMT"
"Dit gaat er goed met de Nederlandse economie","nieuws_economie_rss","http://www.volkskrant.nl/dossier-werk/dit-gaat-er-goed-met-de-nederlandse-economie~a3850769/","Fri, 13 Feb 2015 09:48:00 GMT"
"Duitse economie trekt aan, Frankrijk boekt groeivertraging","nieuws_economie_rss","http://www.volkskrant.nl/economie/duitse-economie-trekt-aan-frankrijk-boekt-groeivertraging~a3850711/","Fri, 13 Feb 2015 07:59:00 GMT"
"Nederlandse economie zet nog een tandje bij","nieuws_economie_rss","http://www.volkskrant.nl/economie/nederlandse-economie-zet-nog-een-tandje-bij~a3850698/","Fri, 13 Feb 2015 07:41:00 GMT"
"Hoe kun je een hoge rekening voor de ambulance voorkomen?","nieuws_economie_rss","http://www.volkskrant.nl/dossier-geldvraag/hoe-kun-je-een-hoge-rekening-voor-de-ambulance-voorkomen~a3850290/","Fri, 13 Feb 2015 01:01:00 GMT"
"Zo proberen Blokker en V&D de neergang te stuiten","nieuws_economie_rss","http://www.volkskrant.nl/economie/zo-proberen-blokker-en-vd-de-neergang-te-stuiten~a3850400/","Fri, 13 Feb 2015 01:01:00 GMT"
"Het beklimmen van de dalende roltrap","nieuws_economie_rss","http://www.volkskrant.nl/dossier-peter-de-waard/het-beklimmen-van-de-dalende-roltrap~a3850392/","Fri, 13 Feb 2015 01:00:00 GMT"
"Pensioenfondsen stoppen meer geld in hypotheken","nieuws_economie_rss","http://www.volkskrant.nl/economie/pensioenfondsen-stoppen-meer-geld-in-hypotheken~a3850388/","Fri, 13 Feb 2015 01:00:00 GMT"
"Stapt Griekenland dan toch zonder zwemvest uit de reddingssloep?","nieuws_economie_rss","http://www.volkskrant.nl/economie/stapt-griekenland-dan-toch-zonder-zwemvest-uit-de-reddingssloep~a3850401/","Fri, 13 Feb 2015 01:00:00 GMT"
"Maandenlang gedoe bij dagaanbieding iBOOD","nieuws_economie_rss","http://www.volkskrant.nl/dossier-opop/maandenlang-gedoe-bij-dagaanbieding-ibood~a3850284/","Fri, 13 Feb 2015 01:00:00 GMT"
"Snelweg van Lille naar Parijs weer open","nieuws_reizen_rss","http://www.volkskrant.nl/binnenland/snelweg-van-lille-naar-parijs-weer-open~a3851563/","Sat, 14 Feb 2015 12:56:00 GMT"
"Buitenzwemmen onder alle omstandigheden","nieuws_reizen_rss","http://www.volkskrant.nl/reizen/buitenzwemmen-onder-alle-omstandigheden~a3849395/","Sat, 14 Feb 2015 00:00:00 GMT"
"Coolest Cooler: de succesvolste Kickstartercampagne ooit","nieuws_reizen_rss","http://www.volkskrant.nl/dossier-inpakken/coolest-cooler-de-succesvolste-kickstartercampagne-ooit~a3849352/","Sat, 14 Feb 2015 00:00:00 GMT"
"Knus en klein: De Kromme Raake in Eenrum","nieuws_reizen_rss","http://www.volkskrant.nl/dossier-inchecken/knus-en-klein-de-kromme-raake-in-eenrum~a3849364/","Sat, 14 Feb 2015 00:00:00 GMT"
"Tussen de aapjes op het strand bij Kuala Lumpur","nieuws_reizen_rss","http://www.volkskrant.nl/dossier-geheimtip/tussen-de-aapjes-op-het-strand-bij-kuala-lumpur~a3849390/","Sat, 14 Feb 2015 00:00:00 GMT"
"Milaan: capital of cool","nieuws_reizen_rss","http://www.volkskrant.nl/dossier-spotted-by-locals/milaan-capital-of-cool~a3849349/","Sat, 14 Feb 2015 00:00:00 GMT"
"Taiwan op twee wielen","nieuws_reizen_rss","http://www.volkskrant.nl/reizen/taiwan-op-twee-wielen~a3849956/","Sat, 14 Feb 2015 00:00:00 GMT"
"Eerste verre bestemming Eindhoven Airport","nieuws_reizen_rss","http://www.volkskrant.nl/reizen/eerste-verre-bestemming-eindhoven-airport~a3847743/","Mon, 09 Feb 2015 12:27:00 GMT"
"Weer toeriste verkracht in India, politie zoekt verdachte 'gids'","nieuws_reizen_rss","http://www.volkskrant.nl/reizen/weer-toeriste-verkracht-in-india-politie-zoekt-verdachte-gids~a3847622/","Mon, 09 Feb 2015 09:46:00 GMT"
"De voor- en tegenstanders van 'apies kijken'","nieuws_reizen_rss","http://www.volkskrant.nl/reizen/de-voor-en-tegenstanders-van-apies-kijken~a3847261/","Mon, 09 Feb 2015 01:00:00 GMT"
"Ontdek de schoonheid in de lelijkheid van Keulen","nieuws_reizen_rss","http://www.volkskrant.nl/reizen/ontdek-de-schoonheid-in-de-lelijkheid-van-keulen~a3845354/","Sat, 07 Feb 2015 01:00:00 GMT"
"De spelende filosoof","nieuws_reizen_rss","http://www.volkskrant.nl/dossier-onze-gids-deze-week/de-spelende-filosoof~a3846094/","Sat, 07 Feb 2015 01:00:00 GMT"
"Pinnen in het buitenland, wat moet je doen?","nieuws_reizen_rss","http://www.volkskrant.nl/dossier-geheimtip/pinnen-in-het-buitenland-wat-moet-je-doen~a3845294/","Sat, 07 Feb 2015 01:00:00 GMT"
"Manchester nieuwe stijl bruist van creativiteit","nieuws_reizen_rss","http://www.volkskrant.nl/reizen/manchester-nieuwe-stijl-bruist-van-creativiteit~a3845341/","Sat, 07 Feb 2015 01:00:00 GMT"
"Spetteren op St. Maarten","nieuws_reizen_rss","http://www.volkskrant.nl/reizen/spetteren-op-st-maarten~a3845350/","Sat, 07 Feb 2015 01:00:00 GMT"
"'Alsof je door een schilderij loopt'","nieuws_reizen_rss","http://www.volkskrant.nl/dossier-out-of-office/alsof-je-door-een-schilderij-loopt~a3845360/","Sat, 07 Feb 2015 01:00:00 GMT"
"Altijd een cocktail voor onderweg","nieuws_reizen_rss","http://www.volkskrant.nl/dossier-inpakken/altijd-een-cocktail-voor-onderweg~a3845389/","Sat, 07 Feb 2015 01:00:00 GMT"
"Twee Nederlanders verongelukt in Thailand","nieuws_reizen_rss","http://www.volkskrant.nl/binnenland/twee-nederlanders-verongelukt-in-thailand~a3845467/","Thu, 05 Feb 2015 18:03:00 GMT"
"Winactie: van wie is dit beroemde reiscitaat?","nieuws_reizen_rss","http://www.volkskrant.nl/dossier-reiscitaat/winactie-van-wie-is-dit-beroemde-reiscitaat~a3844390/","Wed, 04 Feb 2015 11:31:00 GMT"
"Hightech koffer van Delsey","nieuws_reizen_rss","http://www.volkskrant.nl/dossier-inpakken/hightech-koffer-van-delsey~a3841205/","Sat, 31 Jan 2015 00:55:00 GMT"
"Slapen in de atoombunker van Verbier","nieuws_reizen_rss","http://www.volkskrant.nl/dossier-geheimtip/slapen-in-de-atoombunker-van-verbier~a3841208/","Sat, 31 Jan 2015 00:12:00 GMT"
"Utrechts eerste echte boetiekhotel: Mother Goose","nieuws_reizen_rss","http://www.volkskrant.nl/dossier-inchecken/utrechts-eerste-echte-boetiekhotel-mother-goose~a3841207/","Sat, 31 Jan 2015 00:05:00 GMT"
"Op een Gazelle door Suriname","nieuws_reizen_rss","http://www.volkskrant.nl/reizen/op-een-gazelle-door-suriname~a3840182/","Sat, 31 Jan 2015 00:00:00 GMT"
"Ongerept Alentejo: Portugal op z'n mooist","nieuws_reizen_rss","http://www.volkskrant.nl/reizen/ongerept-alentejo-portugal-op-zn-mooist~a3840177/","Sat, 31 Jan 2015 00:00:00 GMT"
"Ieren mogen selfie als pasfoto gebruiken","nieuws_reizen_rss","http://www.volkskrant.nl/buitenland/ieren-mogen-selfie-als-pasfoto-gebruiken~a3841187/","Fri, 30 Jan 2015 17:50:00 GMT"
"iOS-app Hopper voorspelt prijzen vliegtickets","nieuws_reizen_rss","http://www.volkskrant.nl/tech/ios-app-hopper-voorspelt-prijzen-vliegtickets~a3841060/","Fri, 30 Jan 2015 14:04:00 GMT"
"Snufjes en trends op Fiets en Wandelbeurs","nieuws_reizen_rss","http://www.volkskrant.nl/reizen/snufjes-en-trends-op-fiets-en-wandelbeurs~a3841073/","Fri, 30 Jan 2015 13:48:00 GMT"
"Transavia lanceert nieuwe huisstijl","nieuws_reizen_rss","http://www.volkskrant.nl/reizen/transavia-lanceert-nieuwe-huisstijl~a3837903/","Mon, 26 Jan 2015 16:58:00 GMT"
"'Lucca is een soort 15de-eeuws New York'","nieuws_reizen_rss","http://www.volkskrant.nl/dossier-out-of-office/lucca-is-een-soort-15de-eeuws-new-york~a3834515/","Sat, 24 Jan 2015 00:00:00 GMT"
"Hier roken de vulkanen en dampt de lava","nieuws_reizen_rss","http://www.volkskrant.nl/reizen/hier-roken-de-vulkanen-en-dampt-de-lava~a3834477/","Sat, 24 Jan 2015 00:00:00 GMT"
"'Dieren zijn de representanten van deze wereld'","nieuws_reizen_rss","http://www.volkskrant.nl/dossier-eindelijk-weekend/dieren-zijn-de-representanten-van-deze-wereld~a3834244/","Sat, 24 Jan 2015 00:00:00 GMT"
"Budgetspa in Zwitsers Wham!-dorp","nieuws_reizen_rss","http://www.volkskrant.nl/buitenland/budgetspa-in-zwitsers-wham-dorp~a3834484/","Sat, 24 Jan 2015 00:00:00 GMT"
"Antwerpen: 'open, uitnodigend en ondernemend'","nieuws_reizen_rss","http://www.volkskrant.nl/dossier-spotted-by-locals/antwerpen-open-uitnodigend-en-ondernemend~a3834370/","Sat, 24 Jan 2015 00:00:00 GMT"
"Take the A-Train","nieuws_reizen_rss","http://www.volkskrant.nl/dossier-geheimtip/take-the-a-train~a3834489/","Sat, 24 Jan 2015 00:00:00 GMT"
"Een functioneel én stijlvol Zwitsers zakmes","nieuws_reizen_rss","http://www.volkskrant.nl/dossier-inpakken/een-functioneel-en-stijlvol-zwitsers-zakmes~a3834466/","Sat, 24 Jan 2015 00:00:00 GMT"
"Noord-Korea zoekt buitenlanders om lokale gidsen te trainen","nieuws_reizen_rss","http://www.volkskrant.nl/dossier-noord-korea/noord-korea-zoekt-buitenlanders-om-lokale-gidsen-te-trainen~a3835324/","Thu, 22 Jan 2015 15:17:00 GMT"
"Ruim 17 miljoen bezoekers in Amsterdam","nieuws_reizen_rss","http://www.volkskrant.nl/binnenland/ruim-17-miljoen-bezoekers-in-amsterdam~a3835350/","Thu, 22 Jan 2015 14:29:00 GMT"
"United Airlines verdubbelt winst","nieuws_reizen_rss","http://www.volkskrant.nl/economie/united-airlines-verdubbelt-winst~a3835320/","Thu, 22 Jan 2015 14:11:00 GMT"
"Wandelen is gezond, maar doe er wel iets bij","nieuws_reizen_rss","http://www.volkskrant.nl/wetenschap/wandelen-is-gezond-maar-doe-er-wel-iets-bij~a3833829/","Wed, 21 Jan 2015 07:00:00 GMT"
"Steeds meer Chinese toeristen naar Nederland","nieuws_reizen_rss","http://www.volkskrant.nl/reizen/steeds-meer-chinese-toeristen-naar-nederland~a3833585/","Tue, 20 Jan 2015 12:47:00 GMT"
"In VS wordt de lucht alleen maar droger en heter","nieuws_gezondheidwetenschap_rss","http://www.volkskrant.nl/wetenschap/in-vs-wordt-de-lucht-alleen-maar-droger-en-heter~a3852095/","Mon, 16 Feb 2015 01:00:00 GMT"
"Studenten weigeren bezetting van gebouw UvA te beëindigen","nieuws_gezondheidwetenschap_rss","http://www.volkskrant.nl/wetenschap/studenten-weigeren-bezetting-van-gebouw-uva-te-beeindigen~a3852051/","Mon, 16 Feb 2015 01:00:00 GMT"
"Waarom is één biertje nooit genoeg?","nieuws_gezondheidwetenschap_rss","http://www.volkskrant.nl/dossier-gezond/waarom-is-een-biertje-nooit-genoeg~a3851945/","Sun, 15 Feb 2015 18:26:00 GMT"
"VS staan genetisch gemodificeerde appels toe","nieuws_gezondheidwetenschap_rss","http://www.volkskrant.nl/economie/vs-staan-genetisch-gemodificeerde-appels-toe~a3851949/","Sun, 15 Feb 2015 15:29:00 GMT"
"Schippers over kritiek PvdA-senator: zorgstelsel wel solidair","nieuws_gezondheidwetenschap_rss","http://www.volkskrant.nl/dossier-zorg/schippers-over-kritiek-pvda-senator-zorgstelsel-wel-solidair~a3851560/","Sat, 14 Feb 2015 08:43:00 GMT"
"Gigantische ijsvlakte Antarctica staat op breken","nieuws_gezondheidwetenschap_rss","http://www.volkskrant.nl/wetenschap/gigantische-ijsvlakte-antarctica-staat-op-breken~a3851188/","Sat, 14 Feb 2015 01:00:00 GMT"
"De buizerd is lomp en lui, maar efficiënt","nieuws_gezondheidwetenschap_rss","http://www.volkskrant.nl/dossier-beestje-van-de-week/de-buizerd-is-lomp-en-lui-maar-efficient~a3850807/","Sat, 14 Feb 2015 01:00:00 GMT"
"Pompgemak","nieuws_gezondheidwetenschap_rss","http://www.volkskrant.nl/wetenschap/pompgemak~a3850994/","Sat, 14 Feb 2015 01:00:00 GMT"
"Beeld van de week","nieuws_gezondheidwetenschap_rss","http://www.volkskrant.nl/wetenschap/beeld-van-de-week~a3850049/","Sat, 14 Feb 2015 01:00:00 GMT"
"Perovskiet: mogelijk een nieuw wondermateriaal voor zonnecellen","nieuws_gezondheidwetenschap_rss","http://www.volkskrant.nl/wetenschap/perovskiet-mogelijk-een-nieuw-wondermateriaal-voor-zonnecellen~a3850863/","Sat, 14 Feb 2015 01:00:00 GMT"
"Australische zoogdieren sterven uit, meer zelfmoorden na crisis","nieuws_gezondheidwetenschap_rss","http://www.volkskrant.nl/wetenschap/australische-zoogdieren-sterven-uit-meer-zelfmoorden-na-crisis~a3850939/","Sat, 14 Feb 2015 01:00:00 GMT"
"De toverlamp die je op afstand kunt dimmen","nieuws_gezondheidwetenschap_rss","http://www.volkskrant.nl/dossier-de-maakbare-wereld/de-toverlamp-die-je-op-afstand-kunt-dimmen~a3850970/","Sat, 14 Feb 2015 01:00:00 GMT"
"Als machines er alleen voor staan","nieuws_gezondheidwetenschap_rss","http://www.volkskrant.nl/wetenschap/als-machines-er-alleen-voor-staan~a3850949/","Sat, 14 Feb 2015 01:00:00 GMT"
